method,system,d_site,N,n_qubits,n_qutrits,hybrid_label,K,fidelity_mean,fidelity_std,setting_size
SC,qubit,2,2,2,0,,5,0.934815691,0.055901504,2
SC,qubit,2,2,2,0,,6,0.979680653,0.061384561,2
SC,qubit,2,2,2,0,,7,1.000000003,3.28E-09,2
SC,qubit,2,3,3,0,,1,0.579924304,0.028467171,7
SC,qubit,2,3,3,0,,2,0.616817365,0.0179273,4
SC,qubit,2,3,3,0,,3,0.651335363,0.023729181,4
SC,qubit,2,3,3,0,,4,0.698232875,0.054598575,4
SC,qubit,2,3,3,0,,5,0.725359531,0.04971202,4
SC,qubit,2,3,3,0,,6,0.769521797,0.055648944,4
SC,qubit,2,3,3,0,,7,0.79911821,0.057063363,4
SC,qubit,2,3,3,0,,8,0.830237629,0.052257846,4
SC,qubit,2,3,3,0,,9,0.863188177,0.044465239,4
SC,qubit,2,3,3,0,,10,0.893875134,0.043282457,4
SC,qubit,2,3,3,0,,11,0.917536845,0.045084512,4
SC,qubit,2,3,3,0,,12,0.937279979,0.035467485,3
SC,qubit,2,3,3,0,,13,0.95289365,0.039897179,3
SC,qubit,2,3,3,0,,14,0.961577146,0.036288622,3
SC,qubit,2,3,3,0,,15,0.983802564,0.033994547,3
SC,qubit,2,3,3,0,,16,0.996702369,0.022216823,2
SC,qubit,2,3,3,0,,17,1.000000011,4.05E-09,2
SC,qubit,2,4,4,0,,1,0.435513941,0.0184769,15
SC,qubit,2,4,4,0,,2,0.484035747,0.015190399,8
SC,qubit,2,4,4,0,,3,0.517306978,0.021977826,8
SC,qubit,2,4,4,0,,4,0.537749103,0.025768124,8
SC,qubit,2,4,4,0,,5,0.563628326,0.018992313,8
SC,qubit,2,4,4,0,,6,0.583521327,0.016971413,8
SC,qubit,2,4,4,0,,7,0.606749938,0.021365478,8
SC,qubit,2,4,4,0,,8,0.62312843,0.020726985,8
SC,qubit,2,4,4,0,,9,0.635579528,0.023678748,8
SC,qubit,2,4,4,0,,10,0.652690388,0.020464056,8
SC,qubit,2,4,4,0,,11,0.668998137,0.021817735,8
SC,qubit,2,4,4,0,,12,0.687518676,0.026518277,8
SC,qubit,2,4,4,0,,13,0.709917586,0.022288212,8
SC,qubit,2,4,4,0,,14,0.728870811,0.024841567,8
SC,qubit,2,4,4,0,,15,0.749913655,0.032217716,8
SC,qubit,2,4,4,0,,16,0.771955512,0.031870915,8
SC,qubit,2,4,4,0,,17,0.798005251,0.030970892,8
SC,qubit,2,4,4,0,,18,0.820814598,0.035438517,8
SC,qubit,2,4,4,0,,19,0.835238582,0.036456203,6
SC,qubit,2,4,4,0,,20,0.851399939,0.034100263,6
SC,qubit,2,4,4,0,,21,0.860256106,0.030063835,6
SC,qubit,2,4,4,0,,22,0.874523871,0.027627831,6
SC,qubit,2,4,4,0,,23,0.8870853,0.027138863,6
SC,qubit,2,4,4,0,,24,0.898610023,0.030700903,6
SC,qubit,2,4,4,0,,25,0.909287832,0.031008803,6
SC,qubit,2,4,4,0,,26,0.911108931,0.034684406,6
SC,qubit,2,4,4,0,,27,0.920893054,0.034684404,5
SC,qubit,2,4,4,0,,28,0.937734683,0.035153379,5
SC,qubit,2,4,4,0,,29,0.94124495,0.030872261,5
SC,qubit,2,4,4,0,,30,0.952737487,0.011881413,5
SC,qubit,2,4,4,0,,31,0.963737487,0.011881413,5
SC,qubit,2,4,4,0,,32,0.975737486,0.011881413,5
SC,qubit,2,4,4,0,,33,0.980772996,4.22E-09,5
SC,qubit,2,4,4,0,,34,0.98510113,3.85E-09,4
SC,qubit,2,4,4,0,,35,0.988101533,3.65E-09,4
SC,qubit,2,4,4,0,,36,0.992897671,2.38E-09,4
SC,qubit,2,4,4,0,,37,0.995290787,1.98E-09,4
SC,qubit,2,4,4,0,,38,0.997294766,3.71E-09,3
SC,qubit,2,4,4,0,,39,1.000000029,3.61E-09,2
SC,qubit,2,5,5,0,,1,0.319295422,0.017239279,31
SC,qubit,2,5,5,0,,2,0.352011883,0.007744601,16
SC,qubit,2,5,5,0,,3,0.377046999,0.01355097,16
SC,qubit,2,5,5,0,,4,0.396703582,0.012610046,16
SC,qubit,2,5,5,0,,5,0.415992704,0.012976947,16
SC,qubit,2,5,5,0,,6,0.434763248,0.008651311,16
SC,qubit,2,5,5,0,,7,0.450265775,0.011074526,16
SC,qubit,2,5,5,0,,8,0.467728429,0.008556934,16
SC,qubit,2,5,5,0,,9,0.481550304,0.009002557,16
SC,qubit,2,5,5,0,,10,0.491649965,0.009947136,16
SC,qubit,2,5,5,0,,11,0.504167081,0.008498404,16
SC,qubit,2,5,5,0,,12,0.512461238,0.009712916,16
SC,qubit,2,5,5,0,,13,0.523414335,0.007365329,16
SC,qubit,2,5,5,0,,14,0.534344357,0.005831716,16
SC,qubit,2,5,5,0,,15,0.546283163,0.007370229,16
SC,qubit,2,5,5,0,,16,0.558058294,0.009099024,16
SC,qubit,2,5,5,0,,17,0.568023474,0.008278026,16
SC,qubit,2,5,5,0,,18,0.580739933,0.008145869,16
SC,qubit,2,5,5,0,,19,0.589524454,0.009196482,16
SC,qubit,2,5,5,0,,20,0.59946907,0.006811082,16
SC,qubit,2,5,5,0,,21,0.609195967,0.008307247,16
SC,qubit,2,5,5,0,,22,0.618822601,0.008866091,16
SC,qubit,2,5,5,0,,23,0.626842655,0.010990856,16
SC,qubit,2,5,5,0,,24,0.635955225,0.013453378,16
SC,qubit,2,5,5,0,,25,0.647228833,0.013471009,16
SC,qubit,2,5,5,0,,26,0.6571552,0.011428296,16
SC,qubit,2,5,5,0,,27,0.66918897,0.010164571,16
SC,qubit,2,5,5,0,,28,0.678063349,0.010811186,16
SC,qubit,2,5,5,0,,29,0.689636726,0.010599629,16
SC,qubit,2,5,5,0,,30,0.697107009,0.00841305,16
SC,qubit,2,5,5,0,,31,0.702135163,0.008522539,16
SC,qubit,2,5,5,0,,32,0.713524024,0.009560698,12
SC,qubit,2,5,5,0,,33,0.725394844,0.011454341,12
SC,qubit,2,5,5,0,,34,0.737113935,0.013280124,12
SC,qubit,2,5,5,0,,35,0.74940279,0.012364854,12
SC,qubit,2,5,5,0,,36,0.758247598,0.01356076,12
SC,qubit,2,5,5,0,,37,0.768573046,0.01723309,12
SC,qubit,2,5,5,0,,38,0.778614671,0.01912351,12
SC,qubit,2,5,5,0,,39,0.788640279,0.018394544,12
SC,qubit,2,5,5,0,,40,0.796526473,0.018016937,12
SC,qubit,2,5,5,0,,41,0.806828054,0.017638775,12
SC,qubit,2,5,5,0,,42,0.81689672,0.017698719,12
SC,qubit,2,5,5,0,,43,0.826433242,0.016698088,12
SC,qubit,2,5,5,0,,44,0.838393581,0.016327387,12
SC,qubit,2,5,5,0,,45,0.845038721,0.015096893,12
SC,qubit,2,5,5,0,,46,0.851556633,0.013810742,12
SC,qubit,2,5,5,0,,47,0.868924998,0.01381074,10
SC,qubit,2,5,5,0,,48,0.876683835,0.010471089,10
SC,qubit,2,5,5,0,,49,0.880378645,0.010442591,10
SC,qubit,2,5,5,0,,50,0.898145562,0.011143787,10
SC,qubit,2,5,5,0,,51,0.902820462,0.013027741,10
SC,qubit,2,5,5,0,,52,0.91483192,0.013027741,10
SC,qubit,2,5,5,0,,53,0.918426433,0.012093183,10
SC,qubit,2,5,5,0,,54,0.923852643,0.012093183,10
SC,qubit,2,5,5,0,,55,0.927486384,0.011021505,10
SC,qubit,2,5,5,0,,56,0.935874504,0.013629514,10
SC,qubit,2,5,5,0,,57,0.938688516,0.011268705,10
SC,qubit,2,5,5,0,,58,0.944789252,0.011268702,10
SC,qubit,2,5,5,0,,59,0.949891557,0.011268703,10
SC,qubit,2,5,5,0,,60,0.953927668,0.015007337,10
SC,qubit,2,5,5,0,,61,0.957936684,0.015007338,9
SC,qubit,2,5,5,0,,62,0.964942643,1.94E-09,9
SC,qubit,2,5,5,0,,63,0.967952643,2.99E-09,9
SC,qubit,2,5,5,0,,64,0.975963839,3.42E-09,8
SC,qubit,2,5,5,0,,65,0.989745039,2.57E-09,8
SC,qubit,2,5,5,0,,66,0.990851557,4.16E-09,8
SC,qubit,2,5,5,0,,67,0.994902516,5.60E-09,8
SC,qubit,2,5,5,0,,68,0.997915156,3.56E-09,8
SC,qubit,2,5,5,0,,69,0.999276684,2.72E-09,8
SC,qubit,2,5,5,0,,70,0.9993784,2.15E-09,8
SC,qubit,2,5,5,0,,71,0.99946684,3.55E-09,8
SC,qubit,2,5,5,0,,72,0.9995311,5.81E-09,8
SC,qubit,2,5,5,0,,73,0.9996465,2.97E-09,6
SC,qubit,2,5,5,0,,74,0.9997853,5.69E-09,6
SC,qubit,2,5,5,0,,75,0.9998392,3.88E-09,5
SC,qubit,2,5,5,0,,76,1.000000058,3.49E-09,5
SC,qubit,2,5,5,0,,77,1.000000057,3.58E-09,4
SC,qubit,2,5,5,0,,78,1.000000059,3.45E-09,4
SC,qubit,2,5,5,0,,79,1.000000058,3.85E-09,3
SC,qutrit,3,2,0,2,,1,0.583268367,0.030315216,8
SC,qutrit,3,2,0,2,,2,0.620804388,0.022394286,5
SC,qutrit,3,2,0,2,,3,0.654706776,0.02916742,5
SC,qutrit,3,2,0,2,,4,0.679431274,0.034056667,3
SC,qutrit,3,2,0,2,,5,0.703158748,0.037758032,3
SC,qutrit,3,2,0,2,,6,0.714529759,0.027824423,3
SC,qutrit,3,2,0,2,,7,0.737013984,0.022306544,3
SC,qutrit,3,2,0,2,,8,0.758967892,0.032440857,2
SC,qutrit,3,2,0,2,,9,0.767699552,0.030037943,2
SC,qutrit,3,2,0,2,,10,0.778590734,0.03085917,2
SC,qutrit,3,2,0,2,,11,0.786989653,0.027278362,2
SC,qutrit,3,2,0,2,,12,0.798054193,0.028687392,2
SC,qutrit,3,2,0,2,,13,0.80126602,0.024182334,2
SC,qutrit,3,2,0,2,,14,0.81831723,0.024537113,2
SC,qutrit,3,2,0,2,,15,0.826986622,0.026962568,2
SC,qutrit,3,2,0,2,,16,0.835914559,0.029346492,2
SC,qutrit,3,2,0,2,,17,0.84398537,0.021390712,2
SC,qutrit,3,2,0,2,,18,0.85471499,0.021263568,2
SC,qutrit,3,2,0,2,,19,0.865544201,0.017712637,2
SC,qutrit,3,2,0,2,,20,0.876531074,0.01757934,2
SC,qutrit,3,2,0,2,,21,0.887254203,0.022472565,2
SC,qutrit,3,2,0,2,,22,0.89878628,0.02836146,2
SC,qutrit,3,2,0,2,,23,0.908843769,0.020873984,2
SC,qutrit,3,2,0,2,,24,0.910884377,0.020873984,2
SC,qutrit,3,2,0,2,,25,0.921308734,0.020200534,2
SC,qutrit,3,2,0,2,,26,0.942372519,0.029299957,2
SC,qutrit,3,2,0,2,,27,0.953147574,0.02464444,2
SC,qutrit,3,2,0,2,,28,0.964179941,0.024443741,2
SC,qutrit,3,2,0,2,,29,0.975285384,0.021776825,2
SC,qutrit,3,2,0,2,,30,0.986024993,0.026083834,2
SC,qutrit,3,2,0,2,,31,0.993838032,0.02126809,2
SC,qutrit,3,2,0,2,,32,1.000000017,2.29E-09,2
SC,qutrit,3,3,0,3,,1,0.337338503,0.026726191,26
SC,qutrit,3,3,0,3,,2,0.370647161,0.016147059,19
SC,qutrit,3,3,0,3,,3,0.402087917,0.016041893,19
SC,qutrit,3,3,0,3,,4,0.421474797,0.018980551,10
SC,qutrit,3,3,0,3,,5,0.438564228,0.020600751,10
SC,qutrit,3,3,0,3,,6,0.452268601,0.023132191,9
SC,qutrit,3,3,0,3,,7,0.46281618,0.024383762,8
SC,qutrit,3,3,0,3,,8,0.477920115,0.019374238,8
SC,qutrit,3,3,0,3,,9,0.491919511,0.021080554,8
SC,qutrit,3,3,0,3,,10,0.501574138,0.02442307,8
SC,qutrit,3,3,0,3,,11,0.510962397,0.025131112,8
SC,qutrit,3,3,0,3,,12,0.516224682,0.023685185,8
SC,qutrit,3,3,0,3,,13,0.524407143,0.024742301,8
SC,qutrit,3,3,0,3,,14,0.532502128,0.02917596,8
SC,qutrit,3,3,0,3,,15,0.53898923,0.027155566,8
SC,qutrit,3,3,0,3,,16,0.549654161,0.028118057,8
SC,qutrit,3,3,0,3,,17,0.555102968,0.027670028,8
SC,qutrit,3,3,0,3,,18,0.55922336,0.027375227,8
SC,qutrit,3,3,0,3,,19,0.565487692,0.024294082,7
SC,qutrit,3,3,0,3,,20,0.578028889,0.023370125,7
SC,qutrit,3,3,0,3,,21,0.590166216,0.023509545,7
SC,qutrit,3,3,0,3,,22,0.603693067,0.020729838,7
SC,qutrit,3,3,0,3,,23,0.604181529,0.020722805,7
SC,qutrit,3,3,0,3,,24,0.605524159,0.021439002,7
SC,qutrit,3,3,0,3,,25,0.607767291,0.021578369,6
SC,qutrit,3,3,0,3,,26,0.608586189,0.021816487,6
SC,qutrit,3,3,0,3,,27,0.610291298,0.021455217,6
SC,qutrit,3,3,0,3,,28,0.612053077,0.020751153,6
SC,qutrit,3,3,0,3,,29,0.615514006,0.021532301,6
SC,qutrit,3,3,0,3,,30,0.61821095,0.022207596,6
SC,qutrit,3,3,0,3,,31,0.622275878,0.021120375,6
SC,qutrit,3,3,0,3,,32,0.624544691,0.021016842,6
SC,qutrit,3,3,0,3,,33,0.630378213,0.019381142,6
SC,qutrit,3,3,0,3,,34,0.641532378,0.020520264,6
SC,qutrit,3,3,0,3,,35,0.645860495,0.020172416,6
SC,qutrit,3,3,0,3,,36,0.647879025,0.019488835,6
SC,qutrit,3,3,0,3,,37,0.656183417,0.019957023,6
SC,qutrit,3,3,0,3,,38,0.659266653,0.01978643,6
SC,qutrit,3,3,0,3,,39,0.663097119,0.018958653,6
SC,qutrit,3,3,0,3,,40,0.668676746,0.017037818,6
SC,qutrit,3,3,0,3,,41,0.669800756,0.017463291,6
SC,qutrit,3,3,0,3,,42,0.672736684,0.016896428,6
SC,qutrit,3,3,0,3,,43,0.674596457,0.016944432,6
SC,qutrit,3,3,0,3,,44,0.677557481,0.015899921,6
SC,qutrit,3,3,0,3,,45,0.680607968,0.016538979,6
SC,qutrit,3,3,0,3,,46,0.68227765,0.017582215,5
SC,qutrit,3,3,0,3,,47,0.68414574,0.016704064,5
SC,qutrit,3,3,0,3,,48,0.687287365,0.017133987,5
SC,qutrit,3,3,0,3,,49,0.692768655,0.015742793,5
SC,qutrit,3,3,0,3,,50,0.697905121,0.016095393,5
SC,qutrit,3,3,0,3,,51,0.698777152,0.015978444,5
SC,qutrit,3,3,0,3,,52,0.702549877,0.014660332,5
SC,qutrit,3,3,0,3,,53,0.703962496,0.015198009,5
SC,qutrit,3,3,0,3,,54,0.704682409,0.015217769,5
SC,qutrit,3,3,0,3,,55,0.707827371,0.016636101,4
SC,qutrit,3,3,0,3,,56,0.707827368,0.016636103,4
SC,qutrit,3,3,0,3,,57,0.713033759,0.015333869,4
SC,qutrit,3,3,0,3,,58,0.72045093,0.013911291,4
SC,qutrit,3,3,0,3,,59,0.723595019,0.014349271,4
SC,qutrit,3,3,0,3,,60,0.724583166,0.014273087,4
SC,qutrit,3,3,0,3,,61,0.7251148,0.014376965,4
SC,qutrit,3,3,0,3,,62,0.726866963,0.012739479,4
SC,qutrit,3,3,0,3,,63,0.731455857,0.011200268,4
SC,qutrit,3,3,0,3,,64,0.734449727,0.010629466,4
SC,qutrit,3,3,0,3,,65,0.738777629,0.009484753,4
SC,qutrit,3,3,0,3,,66,0.745152001,0.007552563,4
SC,qutrit,3,3,0,3,,67,0.749452415,0.008493891,4
SC,qutrit,3,3,0,3,,68,0.75511772,0.007002931,4
SC,qutrit,3,3,0,3,,69,0.757044631,0.006598699,4
SC,qutrit,3,3,0,3,,70,0.761087532,0.008269356,4
SC,qutrit,3,3,0,3,,71,0.763297271,0.006234047,4
SC,qutrit,3,3,0,3,,72,0.765586982,0.006807781,4
SC,qutrit,3,3,0,3,,73,0.769995978,0.006353758,4
SC,qutrit,3,3,0,3,,74,0.769995979,0.006353757,4
SC,qutrit,3,3,0,3,,75,0.772905911,0.006926733,4
SC,qutrit,3,3,0,3,,76,0.775448265,0.006218265,4
SC,qutrit,3,3,0,3,,77,0.778358471,0.006935946,4
SC,qutrit,3,3,0,3,,78,0.782652092,0.00510795,4
SC,qutrit,3,3,0,3,,79,0.789421549,0.005764372,4
SC,qutrit,3,3,0,3,,80,0.794158192,0.005983274,4
SC,qutrit,3,3,0,3,,81,0.801641146,0.006958914,4
SC,qutrit,3,3,0,3,,82,0.804743192,0.007086322,4
SC,qutrit,3,3,0,3,,83,0.809584503,0.00870635,4
SC,qutrit,3,3,0,3,,84,0.811710647,0.008999482,4
SC,qutrit,3,3,0,3,,85,0.817951537,0.00902728,4
SC,qutrit,3,3,0,3,,86,0.820370217,0.009055585,4
SC,qutrit,3,3,0,3,,87,0.822461757,0.008513786,4
SC,qutrit,3,3,0,3,,88,0.823748886,0.00841784,4
SC,qutrit,3,3,0,3,,89,0.823748879,0.008417842,4
SC,qutrit,3,3,0,3,,90,0.830182986,0.00986608,4
SC,qutrit,3,3,0,3,,91,0.836189439,0.00519892,4
SC,qutrit,3,3,0,3,,92,0.842744643,0.00373515,4
SC,qutrit,3,3,0,3,,93,0.847788172,0.005752271,4
SC,qutrit,3,3,0,3,,94,0.848954319,0.005018336,4
SC,qutrit,3,3,0,3,,95,0.851472521,0.005000662,4
SC,qutrit,3,3,0,3,,96,0.853822687,0.007390431,4
SC,qutrit,3,3,0,3,,97,0.865667789,0.00660349,4
SC,qutrit,3,3,0,3,,98,0.866654827,0.006363494,4
SC,qutrit,3,3,0,3,,99,0.869743378,0.006007379,4
SC,qutrit,3,3,0,3,,100,0.875571266,0.004806074,4
SC,qutrit,3,3,0,3,,101,0.883411263,0.006637988,4
SC,qutrit,3,3,0,3,,102,0.884995868,0.006779822,4
SC,qutrit,3,3,0,3,,103,0.888896136,0.006676381,4
SC,qutrit,3,3,0,3,,104,0.891510196,0.006500899,4
SC,qutrit,3,3,0,3,,105,0.89151019,0.006500901,4
SC,qutrit,3,3,0,3,,106,0.896323103,0.009557179,4
SC,qutrit,3,3,0,3,,107,0.902322673,0.011563576,4
SC,qutrit,3,3,0,3,,108,0.91121698,0.009649945,4
SC,qutrit,3,3,0,3,,109,0.914696183,0.014748669,3
SC,qutrit,3,3,0,3,,110,0.914696188,0.014748665,3
SC,qutrit,3,3,0,3,,111,0.916990361,0.014069383,3
SC,qutrit,3,3,0,3,,112,0.920395393,0.016185695,3
SC,qutrit,3,3,0,3,,113,0.927843605,0.016066067,3
SC,qutrit,3,3,0,3,,114,0.931819701,0.015158369,3
SC,qutrit,3,3,0,3,,115,0.934165749,0.012666789,3
SC,qutrit,3,3,0,3,,116,0.940426443,0.009668257,3
SC,qutrit,3,3,0,3,,117,0.948434182,0.010582262,3
SC,qutrit,3,3,0,3,,118,0.956258561,0.009839105,3
SC,qutrit,3,3,0,3,,119,0.967697848,0.00961836,3
SC,qutrit,3,3,0,3,,120,0.967697852,0.009618361,3
SC,qutrit,3,3,0,3,,121,0.967697852,0.009618361,3
SC,qutrit,3,3,0,3,,122,0.96769785,0.009618361,3
SC,qutrit,3,3,0,3,,123,0.967697851,0.009618363,3
SC,qutrit,3,3,0,3,,124,0.967697851,0.009618361,3
SC,qutrit,3,3,0,3,,125,0.96983358,0.009901055,3
SC,qutrit,3,3,0,3,,126,0.969833579,0.009901054,3
SC,qutrit,3,3,0,3,,127,0.978335779,0.009901057,3
SC,qutrit,3,3,0,3,,128,0.978335782,0.009901052,3
SC,qutrit,3,3,0,3,,129,0.978335795,0.009901054,3
SC,qutrit,3,3,0,3,,130,0.978335843,0.009901056,3
SC,qutrit,3,3,0,3,,131,0.983357872,0.009901056,3
SC,qutrit,3,3,0,3,,132,0.983358136,0.009901051,3
SC,qutrit,3,3,0,3,,133,0.983358204,0.009901058,3
SC,qutrit,3,3,0,3,,134,0.989768987,0.009106071,2
SC,qutrit,3,3,0,3,,135,0.990528753,0.007375691,2
SC,qutrit,3,3,0,3,,136,0.990528754,0.007375695,2
SC,qutrit,3,3,0,3,,137,0.999287544,0.007375696,2
SC,qutrit,3,3,0,3,,138,0.999287571,0.007375695,2
SC,qutrit,3,3,0,3,,139,0.990528754,0.007375699,2
SC,hybrid,,,1,1,1q⊗1t,1,0.651611716,0.02271143,5
SC,hybrid,,,1,1,1q⊗1t,2,0.686463964,0.020806558,4
SC,hybrid,,,1,1,1q⊗1t,3,0.724555643,0.024450477,4
SC,hybrid,,,1,1,1q⊗1t,4,0.741389611,0.022531587,2
SC,hybrid,,,1,1,1q⊗1t,5,0.765333247,0.053619009,2
SC,hybrid,,,1,1,1q⊗1t,6,0.823338826,0.049856528,2
SC,hybrid,,,1,1,1q⊗1t,7,0.843760109,0.047233456,2
SC,hybrid,,,1,1,1q⊗1t,8,0.865754404,0.041572997,2
SC,hybrid,,,1,1,1q⊗1t,9,0.879698225,0.03244115,2
SC,hybrid,,,1,1,1q⊗1t,10,0.896785664,0.030646959,2
SC,hybrid,,,1,1,1q⊗1t,11,0.930625137,0.043311545,2
SC,hybrid,,,1,1,1q⊗1t,12,0.962956641,0.048821935,2
SC,hybrid,,,1,1,1q⊗1t,13,0.981764827,0.011617045,2
SC,hybrid,,,1,1,1q⊗1t,14,1.00000001,4.43E-09,2
SC,hybrid,,,1,2,1q⊗2t,1,0.420067244,0.021360698,17
SC,hybrid,,,1,2,1q⊗2t,2,0.469849143,0.041628506,14
SC,hybrid,,,1,2,1q⊗2t,3,0.502054961,0.030660745,14
SC,hybrid,,,1,2,1q⊗2t,4,0.518971454,0.032065333,8
SC,hybrid,,,1,2,1q⊗2t,5,0.539734473,0.031727026,8
SC,hybrid,,,1,2,1q⊗2t,6,0.55172515,0.033440066,7
SC,hybrid,,,1,2,1q⊗2t,7,0.566530084,0.032399532,7
SC,hybrid,,,1,2,1q⊗2t,8,0.582880964,0.029236289,7
SC,hybrid,,,1,2,1q⊗2t,9,0.6002199,0.028666365,6
SC,hybrid,,,1,2,1q⊗2t,10,0.605117076,0.026683849,6
SC,hybrid,,,1,2,1q⊗2t,11,0.609230095,0.031512406,6
SC,hybrid,,,1,2,1q⊗2t,12,0.613497773,0.030631909,6
SC,hybrid,,,1,2,1q⊗2t,13,0.618496766,0.031681391,6
SC,hybrid,,,1,2,1q⊗2t,14,0.625755326,0.032750916,6
SC,hybrid,,,1,2,1q⊗2t,15,0.629699408,0.034033123,5
SC,hybrid,,,1,2,1q⊗2t,16,0.634782767,0.028358677,5
SC,hybrid,,,1,2,1q⊗2t,17,0.63895732,0.020761896,5
SC,hybrid,,,1,2,1q⊗2t,18,0.645011351,0.020443456,5
SC,hybrid,,,1,2,1q⊗2t,19,0.649165417,0.025055242,5
SC,hybrid,,,1,2,1q⊗2t,20,0.654294506,0.025444,5
SC,hybrid,,,1,2,1q⊗2t,21,0.658331418,0.022303329,5
SC,hybrid,,,1,2,1q⊗2t,22,0.66341737,0.024959036,4
SC,hybrid,,,1,2,1q⊗2t,23,0.668537431,0.020020075,4
SC,hybrid,,,1,2,1q⊗2t,24,0.670641198,0.020930259,4
SC,hybrid,,,1,2,1q⊗2t,25,0.678275653,0.019656855,4
SC,hybrid,,,1,2,1q⊗2t,26,0.685774217,0.018784834,4
SC,hybrid,,,1,2,1q⊗2t,27,0.696808569,0.017474015,4
SC,hybrid,,,1,2,1q⊗2t,28,0.708385694,0.017474013,4
SC,hybrid,,,1,2,1q⊗2t,29,0.718856933,0.017474012,4
SC,hybrid,,,1,2,1q⊗2t,30,0.729385783,0.02052483,4
SC,hybrid,,,1,2,1q⊗2t,31,0.735059578,0.023111563,4
SC,hybrid,,,1,2,1q⊗2t,32,0.74817307,0.028440136,4
SC,hybrid,,,1,2,1q⊗2t,33,0.75826101,0.02549358,4
SC,hybrid,,,1,2,1q⊗2t,34,0.768344186,0.026048999,4
SC,hybrid,,,1,2,1q⊗2t,35,0.778458517,0.027525422,4
SC,hybrid,,,1,2,1q⊗2t,36,0.785967863,0.02700498,4
SC,hybrid,,,1,2,1q⊗2t,37,0.798646814,0.027261879,4
SC,hybrid,,,1,2,1q⊗2t,38,0.807364698,0.028233701,4
SC,hybrid,,,1,2,1q⊗2t,39,0.817964698,0.028233702,4
SC,hybrid,,,1,2,1q⊗2t,40,0.828364698,0.028233701,4
SC,hybrid,,,1,2,1q⊗2t,41,0.838931459,0.0291263,4
SC,hybrid,,,1,2,1q⊗2t,42,0.849628302,0.023595333,4
SC,hybrid,,,1,2,1q⊗2t,43,0.859024723,0.017143938,4
SC,hybrid,,,1,2,1q⊗2t,44,0.869138164,0.019841536,4
SC,hybrid,,,1,2,1q⊗2t,45,0.879247419,0.021894619,4
SC,hybrid,,,1,2,1q⊗2t,46,0.889347419,0.021894628,4
SC,hybrid,,,1,2,1q⊗2t,47,0.894741922,0.021894626,4
SC,hybrid,,,1,2,1q⊗2t,48,0.905733074,0.006529316,4
SC,hybrid,,,1,2,1q⊗2t,49,0.916733074,0.006529315,4
SC,hybrid,,,1,2,1q⊗2t,50,0.927330738,0.006529315,4
SC,hybrid,,,1,2,1q⊗2t,51,0.938590863,0.010643686,4
SC,hybrid,,,1,2,1q⊗2t,52,0.949086307,0.010643686,3
SC,hybrid,,,1,2,1q⊗2t,53,0.959108631,0.010643687,3
SC,hybrid,,,1,2,1q⊗2t,54,0.969208631,0.010643688,3
SC,hybrid,,,1,2,1q⊗2t,55,0.979308631,0.010643688,3
SC,hybrid,,,1,2,1q⊗2t,56,0.989408631,0.010643691,3
SC,hybrid,,,1,2,1q⊗2t,57,0.995086307,0.01064369,3
SC,hybrid,,,1,2,1q⊗2t,58,0.996086307,0.010643688,3
SC,hybrid,,,1,2,1q⊗2t,59,0.997863074,0.010643689,3
SC,hybrid,,,1,2,1q⊗2t,60,0.998086308,0.010643692,3
SC,hybrid,,,1,2,1q⊗2t,61,0.999086307,0.010643688,3
SC,hybrid,,,1,2,1q⊗2t,62,1.000000033,8.46E-10,3
SC,hybrid,,,1,2,1q⊗2t,63,1.000000034,5.00E-09,3
SC,hybrid,,,1,2,1q⊗2t,64,1.000000034,4.98E-09,3
SC,hybrid,,,1,2,1q⊗2t,65,1.000000035,4.82E-09,2
SC,hybrid,,,1,2,1q⊗2t,66,1.000000034,4.49E-09,2
SC,hybrid,,,1,2,1q⊗2t,67,1.000000034,3.76E-09,2
SC,hybrid,,,1,2,1q⊗2t,68,1.000000033,3.97E-09,2
SC,hybrid,,,1,2,1q⊗2t,69,1.000000034,4.29E-09,2
SC,hybrid,,,1,2,1q⊗2t,70,1.000000033,6.85E-09,1
SC,hybrid,,,2,1,2q⊗1t,1,0.492970261,0.027371045,11
SC,hybrid,,,2,1,2q⊗1t,2,0.554042065,0.034094028,8
SC,hybrid,,,2,1,2q⊗1t,3,0.592350177,0.027724991,8
SC,hybrid,,,2,1,2q⊗1t,4,0.607080018,0.0358068,7
SC,hybrid,,,2,1,2q⊗1t,5,0.634719856,0.03808626,7
SC,hybrid,,,2,1,2q⊗1t,6,0.655990524,0.036994903,7
SC,hybrid,,,2,1,2q⊗1t,7,0.676141768,0.033602639,6
SC,hybrid,,,2,1,2q⊗1t,8,0.69393928,0.034341353,5
SC,hybrid,,,2,1,2q⊗1t,9,0.706528409,0.039633369,5
SC,hybrid,,,2,1,2q⊗1t,10,0.729768496,0.032760458,4
SC,hybrid,,,2,1,2q⊗1t,11,0.757417276,0.0513845,4
SC,hybrid,,,2,1,2q⊗1t,12,0.760572565,0.050595997,4
SC,hybrid,,,2,1,2q⊗1t,13,0.767410434,0.043418067,4
SC,hybrid,,,2,1,2q⊗1t,14,0.775909436,0.035772076,4
SC,hybrid,,,2,1,2q⊗1t,15,0.785416524,0.038299187,4
SC,hybrid,,,2,1,2q⊗1t,16,0.800957957,0.031950221,4
SC,hybrid,,,2,1,2q⊗1t,17,0.810966283,0.028679686,4
